"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7034","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7035","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","34","Perhaps 'userService' could be replaced by a local variable.","Design Rules","SingularField"
"7036","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7037","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","38","Parameter 'systemService' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7038","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","43","Parameter 'userService' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7039","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","52","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7040","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","54","Local variable 'departList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7041","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","57","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"7042","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","59","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"7043","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","65","Parameter 'dataGrid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7044","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","65","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7045","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","66","Avoid variables with short names like cq","Naming Rules","ShortVariable"
"7046","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","66","Local variable 'cq' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7047","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","70","Local variable 'userstate' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7048","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"7049","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","5","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"7050","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","5","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"7051","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","29","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDepart'","Type Resolution Rules","UnusedImports"
"7052","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","29","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDepart'","Type Resolution Rules","UnusedImports"
"7053","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","33","Avoid unused imports such as 'org.jeecgframework.web.demo.entity.test.JeecgBlobDataEntity'","Type Resolution Rules","UnusedImports"
"7054","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","4","33","Avoid unused imports such as 'org.jeecgframework.web.demo.entity.test.JeecgBlobDataEntity'","Type Resolution Rules","UnusedImports"
"7055","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","1","52","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"7056","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","55","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7057","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","57","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7058","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","64","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7059","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","75","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7060","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","88","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7061","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","102","Parameter 'dataGrid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7062","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","102","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7063","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","103","Avoid variables with short names like cq","Naming Rules","ShortVariable"
"7064","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","103","Local variable 'cq' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7065","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","2","117","Avoid reassigning parameters such as 'webOffice'","Design Rules","AvoidReassigningParameters"
"7066","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","118","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7067","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","118","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7068","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","138","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7069","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","138","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7070","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","141","Avoid variables with short names like t","Naming Rules","ShortVariable"
"7071","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","141","Local variable 't' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7072","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","147","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"7073","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","2","164","Avoid reassigning parameters such as 'webOffice'","Design Rules","AvoidReassigningParameters"
"7074","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","2","178","Avoid reassigning parameters such as 'webOffice'","Design Rules","AvoidReassigningParameters"
"7075","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","198","Local variable 'obj' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7076","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","210","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"7077","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","5","210","Found 'DU'-anomaly for variable 'bytesRead' (lines '210'-'220').","Controversial Rules","DataflowAnomalyAnalysis"
"7078","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","218","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"7079","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/WebOfficeController.java","3","224","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7080","org.jeecgframework.web.demo.dao.test","src/org/jeecgframework/web/demo/dao/test/JeecgMinidaoDao.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"7081","org.jeecgframework.web.demo.dao.test","src/org/jeecgframework/web/demo/dao/test/JeecgMinidaoDao.java","3","26","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
